자격구분코드,자격구분명,계열명,종목명,설명
T,국가기술자격,기사,측량및지형공간정보기사,GPS·토털스테이션·항공사진측량을 이용하여 지형 데이터를 취득하고 수치지도를 제작하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,프레스금형기사,금속 프레스 성형 공정을 위한 금형을 설계·제작·수정하고 품질을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,철도차량기사,철도 차량의 기계·전기·제어 시스템을 종합적으로 설계·유지보수하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,지적기사,토지 조사·측량과 지적 공부 작성·관리·등록에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,인쇄설계기사,인쇄물의 색 분해·인쇄 공정 설계·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,해양환경기사,해양 오염 물질을 측정·분석하고 해양 환경 보전 대책을 수립하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,해양자원개발기사,해저 광물·석유·가스 등 해양 자원의 탐사·개발·채취에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설기계설비기사,건설 기계 설비의 설계·시공 관리와 유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설기계정비기사,건설 기계의 고장 진단·수리 계획 수립·정비 관리를 종합적으로 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,일반기계기사,기계 설비의 설계·제작·설치·유지보수 전반에 필요한 기계공학 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,용접기사,각종 용접 공법을 설계하고 용접 품질 관리와 비파괴검사 업무를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,도시계획기사,도시의 토지 이용·교통·주거·환경을 종합적으로 계획하고 관련 법규를 적용하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,조경기사,공원·정원·도시 녹지의 설계·시공·관리를 종합적으로 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,농업기계기사,농업용 기계의 설계·제작·시험·정비를 종합적으로 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,사출금형기사,플라스틱 사출 금형의 설계·제작·수정과 성형 조건 최적화를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,소음진동기술사,소음·진동 발생 원인 분석·저감 설계·환경 영향 평가를 종합 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,농화학기술사,토양·비료·농약의 화학적 특성 분석과 농업 환경 관리를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,정보처리기사,소프트웨어 개발·데이터베이스 구축·시스템 운영 전반을 관리하는 IT 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자계산기기사,컴퓨터 시스템의 설계·운영·유지보수에 필요한 하드웨어·소프트웨어 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자계산기조직응용기사,컴퓨터 시스템 구조를 이해하고 산업 현장에 최적화된 전산 시스템을 조직·응용하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,실내건축기사,주거·업무·상업 공간의 실내를 기능적·심미적으로 설계하고 시공 감리를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,교통기술사,교통 체계 계획·교통 안전 설계·도로 용량 분석을 자문하는 최고 수준의 교통 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,수산양식기사,어류·패류·해조류 등 수산 생물의 양식 시스템을 설계하고 생산·관리를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,침투비파괴검사기사,침투탐상법을 이용한 비파괴검사를 종합 관리하고 결함 평가를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,와전류비파괴검사기사,전자기 유도에 의한 와전류를 이용하여 도체 재료의 결함을 탐지·평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,수질환경기사,수질 오염 물질 측정·수처리 공정 설계·수질 보전 계획 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,소음진동기사,산업 현장과 생활 환경의 소음·진동을 측정하고 저감 시스템을 설계하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,누설비파괴검사기사,압력 용기·배관의 누설 여부를 비파괴 방식으로 탐지하고 평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,기상기사,기상 관측·자료 분석·기상 예보 작성에 필요한 대기과학 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,의류기사,섬유 소재 선정·의류 패턴 제작·봉제 공정 관리와 품질 검사에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,소방설비기사(전기분야),자동화재탐지·경보·피난 설비 등 소방 전기 설비의 설계·시공·감리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자기비파괴검사기사,자기탐상법을 이용한 비파괴검사를 종합 관리하고 결함 평가를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,식물보호기사,농작물의 병해충·잡초 진단과 방제 계획 수립 및 안전한 농약 사용을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,임업종묘기사,산림 조성에 쓰이는 수목 종자 채취·묘목 생산·품질 관리·유통에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건축일반시공산업기사,건축 시공 현장에서 공정을 관리하고 시공 품질을 감독하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건축목공산업기사,목조 건축물의 목재 구조부 시공 관리와 마감 작업에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,대기환경산업기사,대기 오염 물질을 측정·분석하고 방지 시설을 운영·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,수질환경산업기사,수질 오염 물질을 측정·분석하고 수처리 시설을 운영·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,조선산업기사,선박의 선체·의장·배관·전기 시스템을 설계하고 건조 공정을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,식물보호산업기사,농작물의 병해충·잡초를 진단하고 방제 약품을 안전하게 사용하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,수산양식산업기사,어류·패류·해조류 등 수산 생물의 양식 기술을 설계·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,잠수산업기사,수중 공사·해양 조사를 위한 잠수 계획 수립·작업 안전 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건축산업기사,건축물의 설계·시공·공정 관리 전반에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건축설비산업기사,건축물의 급·배수·난방·공조·전기 설비 시스템을 설계하고 시공을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기산업기사,전기 설비의 설계·시공·검사·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기공사산업기사,전기 공사의 시공 계획·자재 선정·시공 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,산림산업기사,산림 자원의 조성·보호·이용 관리와 임업 경영에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,축산산업기사,소·돼지·닭 등 가축의 사육·번식·위생·경영 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,식품산업기사,식품의 제조·가공·저장·품질 관리 전반에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,철도신호산업기사,철도 신호 제어 시스템의 설계·시공·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자산업기사,전자 회로 설계·전자 장비 제조·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,화약류관리산업기사,화약·폭약의 구매·저장·취급·발파 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,종자산업기사,작물 종자의 육종·생산·품질 관리·유통에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,가스산업기사,LP가스·도시가스 설비의 설계·시공·검사·안전관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,항공산업기사,항공기 기체·엔진·항공전자 시스템의 정비 계획·수행에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,토목산업기사,도로·교량·댐·터널 등 토목 구조물의 설계·시공·감리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,주조산업기사,금속 주조 공정의 설계·작업 관리·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,표면처리산업기사,도금·코팅·화성처리 등 표면처리 공정을 설계하고 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설안전산업기사,건설 현장의 안전 계획 수립·위험 요소 점검·재해 예방 조치를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,디지털인쇄산업기사,디지털 인쇄 장비(잉크젯·레이저·디지털 오프셋 등)를 활용하여 인쇄물을 제작하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,승강기산업기사,엘리베이터·에스컬레이터·무빙워크 등 승강기의 설계·설치·점검·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,측량및지형공간정보산업기사,GPS·GIS·항공사진 등을 활용하여 지형 데이터를 취득·처리·분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,지적산업기사,토지의 경계·면적·위치를 측량·조사하고 지적 공부를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,금속재료산업기사,금속 재료의 제조·열처리·품질 시험 및 재료 선정에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,정밀측정산업기사,3차원 측정기·레이저 트래커 등 정밀 측정 장비를 활용하여 기계 부품 치수를 측정하고 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,해양조사산업기사,해양의 수심·해류·수질·지형을 조사하고 데이터를 처리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,산업안전산업기사,사업장의 위험 요인을 파악하고 안전 관리 계획을 수립·실행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,조경산업기사,공원·정원·녹지 공간의 설계와 시공·관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자동차정비산업기사,자동차 전반적인 정비와 고장 진단에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설기계설비산업기사,굴착기·크레인 등 건설 기계 설비의 설계·시공 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,배관산업기사,급수·난방·가스·소방 배관 시스템을 설계하고 시공을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,방사선비파괴검사기사,방사선을 이용한 비파괴검사를 종합 관리하고 결함 평가를 수행하는 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,초음파비파괴검사기사,초음파를 이용한 비파괴검사를 종합 관리하고 결함 평가를 수행하는 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,철도신호기사,철도 신호 제어 시스템 전반을 설계·시공·유지보수하는 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기철도기사,전기철도의 전력 공급 설비(변전소·전차선로)를 설계·시공·유지보수하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설기계정비산업기사,건설 기계의 정비 계획 수립 및 수리 업무를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,기계설계산업기사,기계 장치 및 부품을 설계하고 CAD로 도면을 작성하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,건설재료시험기사,건설 재료의 품질을 시험·분석·평가하는 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,교통기사,교통 수요 분석·교통 계획 수립·교통 신호 체계 설계 등에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,철도토목기사,철도 노반·궤도·구조물의 설계·시공·유지관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자동화설비산업기사,PLC·로봇·센서 등을 이용한 생산 자동화 시스템을 설계·구축·유지보수하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,설비보전산업기사,생산 설비의 예방 보전 계획 수립·상태 진단·수리 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,멀티미디어콘텐츠제작전문가,영상·이미지·사운드·애니메이션 등 다양한 디지털 미디어 콘텐츠를 기획·제작·편집하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,전자응용기술사,전자 시스템의 설계·개발·성능 평가와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,발송배전기술사,발전·송전·배전 시스템의 설계·감리·운영 자문을 수행하는 최고 수준의 전기 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,소방기술사,소방 시설의 설계·감리·성능 평가와 화재 안전 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,천장크레인운전기능사,공장·창고 등에 설치된 천장 주행 크레인을 안전하게 운전하여 중량물을 이동시키는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,선박기관정비기능사,선박의 주·보조 기관(엔진·펌프·압축기 등)을 점검·분해·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,응용지질기사,지반 조사·암반 역학·토질 분석을 통해 건설 부지와 지질 재해 위험을 평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,사무자동화산업기사,컴퓨터·네트워크를 활용하여 사무 업무를 효율적으로 처리하고 정보 시스템을 운영하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,플라스틱창호기능사,PVC 등 플라스틱 재료로 창문·문틀 등 창호를 제작·설치하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,전기응용기술사,전동기·전력 변환·전기 응용 시스템의 설계와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,철도신호기술사,철도 신호 제어 시스템의 설계·성능 평가·안전 분석과 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,콘크리트기사,콘크리트의 배합 설계·품질 관리·시험·구조물 시공 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,콘크리트산업기사,콘크리트 재료 특성·배합·시공·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,웹디자인개발기능사,HTML·CSS·JavaScript를 활용하여 웹 페이지를 기획·디자인·제작하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자연생태복원기사,훼손된 자연 생태계를 복원하기 위한 계획 수립·식생 복원·서식지 조성 등에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자연생태복원산업기사,자연 생태계 복원 현장에서 식생 조성·토양 안정화 등의 작업을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,토양환경기사,토양 오염 조사·정화 방법 선정·복원 공사 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,토양환경기술사,토양 오염 위험성 평가·정화 기술 설계·토양 환경 정책 수립을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,자연환경관리기술사,생태계 조사·자연환경 보전 계획·생태 복원 설계와 환경 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,궤도장비정비기사,철도 궤도 작업용 특수 장비를 종합적으로 점검·수리·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,궤도장비정비산업기사,철도 궤도 작업용 장비의 기본 점검·정비·운용 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,궤도장비정비기능사,철도 궤도 작업에 사용되는 레일 연마차·도상 다짐기 등 궤도 정비 장비를 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,금속재료기술사,금속 재료의 개발·제조·특성 평가와 재료 선정 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,표면처리기술사,도금·코팅·산화 처리 등 표면 처리 기술 개발과 공정 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,금속가공기술사,금속 소재의 주조·단조·압연·열처리 가공 기술을 개발하고 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,차량기술사,자동차·철도차량의 설계·성능 시험·안전성 분석을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,유기농업기사,화학 농자재를 사용하지 않고 유기 농업 방식으로 작물을 재배·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,유기농업산업기사,유기 농업 재배 기법과 유기 인증 기준에 따른 농장 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,생물분류기사(식물),야생 식물의 형태·생태·분포를 조사하고 종을 분류·동정하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,생물분류기사(동물),야생 동물의 형태·생태·분포를 조사하고 종을 분류·동정하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,인간공학기술사,인간-기계 시스템 설계·작업 환경 평가·안전성 분석을 자문하는 최고 수준의 인간공학 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,인간공학기사,작업자의 신체적·인지적 특성을 분석하여 안전하고 효율적인 작업 환경과 제품을 설계하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,공조냉동기계기술사,공조·냉동 설비 시스템의 계획·설계·감리와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건설기계기술사,건설 기계의 설계·운용·성능 분석과 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,대기관리기술사,대기 오염 방지 시스템의 설계·운영 자문과 환경 정책 수립에 기여하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,수질관리기술사,수처리 시스템 설계·수질 보전 계획 수립과 환경 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,축산기술사,가축 육종·사양·위생·경영 분야의 기술 자문과 축산 정책 수립에 기여하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,항공기사,항공기 기체·엔진·항공전자 시스템을 종합적으로 설계·정비 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,토목기사,도로·교량·터널·댐 등 토목 구조물의 계획·설계·시공·감리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,수산제조기술사,수산 식품 제조 공정의 설계·위생 관리 자문과 품질 시스템 구축에 기여하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,제품디자인기술사,제품 디자인 트렌드 분석·사용자 경험 설계·디자인 전략 수립을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,종자기술사,작물 육종·신품종 개발·종자 품질 관리 정책을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,시설원예기술사,시설 원예 재배 시스템 설계·환경 제어 기술·스마트팜 구축을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,세라믹기술사,세라믹 소재의 제조 공정 설계·특성 평가·응용 기술 개발을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,식품기술사,식품의 가공·저장·위생·품질 관리 시스템 설계와 식품 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,토목품질시험기술사,콘크리트·아스팔트·토질 재료의 품질 시험 계획 수립과 시험 방법 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기기사,전기 설비의 설계·공사·감리·유지보수와 전기 안전관리자 업무를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기공사기사,전기 공사의 설계·시공·감리를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자기사,전자 회로·시스템을 설계하고 전자 제품의 생산·품질 관리를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,비파괴검사기술사,비파괴검사 기법의 선정·적용·결과 평가 자문과 검사 시스템 개발을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,산업위생관리기술사,작업 환경 측정 체계·직업병 예방 시스템·산업위생 정책을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,가스기술사,고압가스·LP가스·도시가스 설비 시스템의 설계·안전 감리와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,공장관리기술사,공장의 생산 시스템·설비 배치·공정 개선을 종합적으로 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,품질관리기술사,제품 및 서비스 품질 경영 시스템 구축·통계적 품질 관리·불량 저감 전략을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,화공기사,화학 공정의 설계·운전·최적화 및 화학 제품 생산 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,화약류제조기사,화약·폭약·화공품의 제조 공정을 설계하고 안전관리를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,포장기술사,제품 포장 시스템의 설계·소재 개발·물류 최적화를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,기계안전기술사,기계 설비의 안전성 평가·위험성 분석·재해 예방 설계를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,화공안전기술사,화학 공장의 공정 안전 분석·위험성 평가·폭발 방지 설계를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,전기안전기술사,전기 설비의 안전성 평가·전기재해 예방 시스템 설계를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건설안전기술사,건설 현장의 안전 관리 시스템 구축·위험성 평가·감리를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,측량및지형공간정보기술사,측량 시스템 설계·지형 공간 정보 데이터베이스 구축과 관련 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,지적기술사,토지 측량·지적 제도·지적 정보 시스템 구축과 관련 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,해양기술사,해양 구조물 설계·해양 환경 조사·해양 자원 개발을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,수산양식기술사,수산 생물 양식 시스템의 설계·질병 관리·환경 제어를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,어업기술사,연근해·원양 어업의 어획 기술 개발·어업 자원 관리 정책을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,도시계획기술사,도시 종합 계획·토지 이용 계획·도시 재생 사업을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,전자캐드기능사,OrCAD·PADS 등 전자 CAD 프로그램으로 PCB 레이아웃과 전자 회로 도면을 작성하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,자동차정비기사,자동차 엔진·새시·전기 시스템을 종합적으로 진단하고 수리를 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,정보관리기술사,정보 시스템의 전략적 기획·구축·운영 관리와 IT 거버넌스 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,조경기술사,대규모 공원·생태 녹지·도시 환경 디자인의 계획·설계와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,용접기술사,용접 공정의 설계·품질 평가·용접 결함 분석과 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,금형기술사,금형 설계·성능 분석·수명 예측과 금형 산업 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,의류기술사,의류 소재 개발·패턴 설계·생산 공정 최적화와 패션 산업 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
